term_id,term_name,gene
FS013,Peptidase / protease,1104|05189
FS013,Peptidase / protease,1104|05277
FS013,Peptidase / protease,1104|05294
FS013,Peptidase / protease,1104|05334
FS013,Peptidase / protease,1104|05352
FS013,Peptidase / protease,1104|05359
FS013,Peptidase / protease,1104|05369
FS013,Peptidase / protease,1104|05392
FS013,Peptidase / protease,1104|05417
FS013,Peptidase / protease,1104|05436
FS013,Peptidase / protease,1104|05437
FS013,Peptidase / protease,1104|05579
FS013,Peptidase / protease,1104|05584
FS013,Peptidase / protease,1104|05617
FS013,Peptidase / protease,1104|05653
FS013,Peptidase / protease,1104|05872
FS013,Peptidase / protease,1104|05945
FS013,Peptidase / protease,1104|05976
FS013,Peptidase / protease,1104|05978
FS013,Peptidase / protease,1104|06090
FS013,Peptidase / protease,1104|06115
FS013,Peptidase / protease,1104|06118
FS013,Peptidase / protease,1104|06251
FS013,Peptidase / protease,1104|06446
FS013,Peptidase / protease,1104|06524
FS013,Peptidase / protease,1104|06535
FS013,Peptidase / protease,1104|06557
FS013,Peptidase / protease,1104|06590
FS013,Peptidase / protease,1104|06623
FS013,Peptidase / protease,1104|06709
FS013,Peptidase / protease,1104|06725
FS013,Peptidase / protease,1104|06887
FS013,Peptidase / protease,1104|06893
FS013,Peptidase / protease,1104|06939
FS013,Peptidase / protease,1104|06950
FS013,Peptidase / protease,1104|06966
FS013,Peptidase / protease,1104|06967
FS013,Peptidase / protease,1104|06980
FS013,Peptidase / protease,1104|06994
FS013,Peptidase / protease,1104|06995
FS013,Peptidase / protease,1104|07014
FS013,Peptidase / protease,1104|07046
FS013,Peptidase / protease,1104|07107
FS013,Peptidase / protease,1104|07153
FS013,Peptidase / protease,1104|07240
FS013,Peptidase / protease,1104|07250
FS013,Peptidase / protease,1104|07552
FS013,Peptidase / protease,1104|07906
FS013,Peptidase / protease,1104|07947
FS013,Peptidase / protease,1104|08003
FS013,Peptidase / protease,1104|08169
FS013,Peptidase / protease,1104|08260
FS013,Peptidase / protease,1104|08291
FS013,Peptidase / protease,1104|08390
FS013,Peptidase / protease,1104|08485
FS013,Peptidase / protease,1104|08511
FS013,Peptidase / protease,1104|08550
FS013,Peptidase / protease,1104|08561
FS013,Peptidase / protease,1104|08699
FS013,Peptidase / protease,1104|08748
FS013,Peptidase / protease,1104|08877
FS013,Peptidase / protease,1104|08953
FS013,Peptidase / protease,1104|08960
FS013,Peptidase / protease,1104|09001
FS013,Peptidase / protease,1104|09035
FS013,Peptidase / protease,1104|09064
FS013,Peptidase / protease,1104|09081
FS013,Peptidase / protease,1104|09206
FS013,Peptidase / protease,1104|09270
FS013,Peptidase / protease,1104|09289
FS013,Peptidase / protease,1104|09365
FS013,Peptidase / protease,1104|09503
FS013,Peptidase / protease,1104|09524
FS013,Peptidase / protease,1104|09560
FS013,Peptidase / protease,1104|09776
FS013,Peptidase / protease,1104|09944
FS013,Peptidase / protease,1104|09980
FS013,Peptidase / protease,1104|10000
FS013,Peptidase / protease,1104|10005
FS013,Peptidase / protease,1104|10235
FS013,Peptidase / protease,1104|10263
FS013,Peptidase / protease,1104|10304
FS013,Peptidase / protease,1104|10315
FS013,Peptidase / protease,1104|10389
FS013,Peptidase / protease,1104|10416
FS013,Peptidase / protease,1104|10417
FS013,Peptidase / protease,1104|10467
FS013,Peptidase / protease,1104|10681
FS013,Peptidase / protease,1104|10807
FS013,Peptidase / protease,1104|10811
FS013,Peptidase / protease,1104|11102
FS013,Peptidase / protease,1104|11204
FS013,Peptidase / protease,1104|11295
FS013,Peptidase / protease,1104|11361
FS013,Peptidase / protease,1104|11548
FS013,Peptidase / protease,1104|11552
FS013,Peptidase / protease,1104|11564
FS013,Peptidase / protease,1104|11585
FS013,Peptidase / protease,1104|11641
FS013,Peptidase / protease,1104|11656
FS013,Peptidase / protease,1104|11783
FS013,Peptidase / protease,1104|11798
FS013,Peptidase / protease,1104|11986
FS013,Peptidase / protease,1104|12093
FS013,Peptidase / protease,1104|12162
FS013,Peptidase / protease,1104|12251
FS013,Peptidase / protease,1104|12263
FS013,Peptidase / protease,1104|12317
FS013,Peptidase / protease,1104|12338
FS013,Peptidase / protease,1104|12342
FS013,Peptidase / protease,1104|12352
FS013,Peptidase / protease,1104|12457
FS013,Peptidase / protease,1104|12519
FS013,Peptidase / protease,1104|12547
FS013,Peptidase / protease,1104|12554
FS013,Peptidase / protease,1104|12585
FS013,Peptidase / protease,1104|12606
FS013,Peptidase / protease,1104|12746
FS013,Peptidase / protease,1104|12750
FS013,Peptidase / protease,1104|12914
FS013,Peptidase / protease,1104|13013
FS013,Peptidase / protease,1104|13016
FS013,Peptidase / protease,1104|13037
FS013,Peptidase / protease,1104|13202
FS013,Peptidase / protease,1104|13219
FS013,Peptidase / protease,1104|13335
FS013,Peptidase / protease,1104|13336
FS013,Peptidase / protease,1104|13413
FS013,Peptidase / protease,1104|13517
FS013,Peptidase / protease,1104|13526
FS013,Peptidase / protease,1104|13760
FS013,Peptidase / protease,1104|13790
FS013,Peptidase / protease,1104|13822
FS013,Peptidase / protease,1104|14051
FS013,Peptidase / protease,1104|14122
FS013,Peptidase / protease,1104|14139
FS013,Peptidase / protease,1104|14150
FS013,Peptidase / protease,1104|14182
FS013,Peptidase / protease,1104|14192
FS013,Peptidase / protease,1104|14261
FS013,Peptidase / protease,1104|14279
FS013,Peptidase / protease,1104|14282
FS013,Peptidase / protease,1104|14327
FS013,Peptidase / protease,1104|14491
FS013,Peptidase / protease,1104|14520
FS013,Peptidase / protease,1104|14665
FS013,Peptidase / protease,1104|14674
FS013,Peptidase / protease,1104|14745
FS013,Peptidase / protease,1104|14765
FS013,Peptidase / protease,1104|14770
FS013,Peptidase / protease,1104|14823
FS013,Peptidase / protease,1104|14840
FS013,Peptidase / protease,1104|14849
FS013,Peptidase / protease,1104|14995
FS013,Peptidase / protease,1104|15013
FS013,Peptidase / protease,1104|15016
FS013,Peptidase / protease,1104|15044
FS013,Peptidase / protease,1104|15102
FS013,Peptidase / protease,1104|15118
FS013,Peptidase / protease,1104|15381
FS013,Peptidase / protease,1104|15459
FS013,Peptidase / protease,1104|15534
FS013,Peptidase / protease,1104|15576
FS013,Peptidase / protease,1104|15585
FS013,Peptidase / protease,1104|15587
FS013,Peptidase / protease,1104|15632
FS013,Peptidase / protease,1104|15690
FS013,Peptidase / protease,1104|15702
FS013,Peptidase / protease,1104|15720
FS013,Peptidase / protease,1104|15781
FS013,Peptidase / protease,1104|16017
FS013,Peptidase / protease,1104|16071
FS013,Peptidase / protease,1104|16120
FS013,Peptidase / protease,1104|16172
FS013,Peptidase / protease,1104|16268
FS013,Peptidase / protease,1104|16319
FS013,Peptidase / protease,1104|16417
FS013,Peptidase / protease,1104|16420
FS013,Peptidase / protease,1104|16453
FS013,Peptidase / protease,1104|16511
FS013,Peptidase / protease,1104|16547
FS013,Peptidase / protease,1104|16687
FS013,Peptidase / protease,1104|16690
FS013,Peptidase / protease,1104|16692
FS013,Peptidase / protease,1104|16708
FS013,Peptidase / protease,1104|16799
FS013,Peptidase / protease,1104|16864
FS013,Peptidase / protease,1104|16878
FS013,Peptidase / protease,1104|16925
FS013,Peptidase / protease,1104|16956
FS013,Peptidase / protease,1104|16960
FS013,Peptidase / protease,1104|16987
FS013,Peptidase / protease,1104|16998
FS013,Peptidase / protease,1104|17005
FS013,Peptidase / protease,1104|17032
FS013,Peptidase / protease,1104|17267
FS013,Peptidase / protease,1104|17332
FS013,Peptidase / protease,1104|17357
FS013,Peptidase / protease,1104|17478
FS013,Peptidase / protease,1104|17558
FS013,Peptidase / protease,1104|17606
FS013,Peptidase / protease,1104|17625
FS013,Peptidase / protease,1104|17631
FS013,Peptidase / protease,1104|17675
FS013,Peptidase / protease,1104|17683
FS013,Peptidase / protease,1104|17706
FS013,Peptidase / protease,1104|17744
FS013,Peptidase / protease,1104|17780
FS014,Lipase / esterase,1104|00014
FS014,Lipase / esterase,1104|00061
FS014,Lipase / esterase,1104|00089
FS014,Lipase / esterase,1104|00118
FS014,Lipase / esterase,1104|00130
FS014,Lipase / esterase,1104|00280
FS014,Lipase / esterase,1104|00297
FS014,Lipase / esterase,1104|00339
FS014,Lipase / esterase,1104|00396
FS014,Lipase / esterase,1104|00459
FS014,Lipase / esterase,1104|00749
FS014,Lipase / esterase,1104|00772
FS014,Lipase / esterase,1104|00928
FS014,Lipase / esterase,1104|00970
FS014,Lipase / esterase,1104|01270
FS014,Lipase / esterase,1104|01299
FS014,Lipase / esterase,1104|01341
FS014,Lipase / esterase,1104|01400
FS014,Lipase / esterase,1104|01438
FS014,Lipase / esterase,1104|01462
FS014,Lipase / esterase,1104|01516
FS014,Lipase / esterase,1104|01558
FS014,Lipase / esterase,1104|01585
FS014,Lipase / esterase,1104|01649
FS014,Lipase / esterase,1104|01654
FS014,Lipase / esterase,1104|01670
FS014,Lipase / esterase,1104|01682
FS014,Lipase / esterase,1104|01759
FS014,Lipase / esterase,1104|01766
FS014,Lipase / esterase,1104|01858
FS014,Lipase / esterase,1104|01878
FS014,Lipase / esterase,1104|01893
FS014,Lipase / esterase,1104|02082
FS014,Lipase / esterase,1104|02136
FS014,Lipase / esterase,1104|02141
FS014,Lipase / esterase,1104|02226
FS014,Lipase / esterase,1104|02590
FS014,Lipase / esterase,1104|02603
FS014,Lipase / esterase,1104|02622
FS014,Lipase / esterase,1104|02627
FS014,Lipase / esterase,1104|02633
FS014,Lipase / esterase,1104|02645
FS014,Lipase / esterase,1104|02917
FS014,Lipase / esterase,1104|03058
FS014,Lipase / esterase,1104|03109
FS014,Lipase / esterase,1104|03149
FS014,Lipase / esterase,1104|03295
FS014,Lipase / esterase,1104|03305
FS014,Lipase / esterase,1104|03317
FS014,Lipase / esterase,1104|03581
FS014,Lipase / esterase,1104|03600
FS014,Lipase / esterase,1104|03723
FS014,Lipase / esterase,1104|03805
FS014,Lipase / esterase,1104|03842
FS014,Lipase / esterase,1104|03992
FS014,Lipase / esterase,1104|04084
FS014,Lipase / esterase,1104|04201
FS014,Lipase / esterase,1104|04276
FS014,Lipase / esterase,1104|04303
FS014,Lipase / esterase,1104|04938
FS014,Lipase / esterase,1104|04953
FS014,Lipase / esterase,1104|04959
FS014,Lipase / esterase,1104|05006
FS014,Lipase / esterase,1104|05018
FS014,Lipase / esterase,1104|05033
FS014,Lipase / esterase,1104|05058
FS014,Lipase / esterase,1104|05206
FS014,Lipase / esterase,1104|05324
FS014,Lipase / esterase,1104|05407
FS014,Lipase / esterase,1104|05411
FS014,Lipase / esterase,1104|05485
FS014,Lipase / esterase,1104|05488
FS014,Lipase / esterase,1104|05511
FS014,Lipase / esterase,1104|05571
FS014,Lipase / esterase,1104|05701
FS014,Lipase / esterase,1104|05711
FS014,Lipase / esterase,1104|05714
FS014,Lipase / esterase,1104|05731
FS014,Lipase / esterase,1104|05754
FS014,Lipase / esterase,1104|05769
FS014,Lipase / esterase,1104|05773
FS014,Lipase / esterase,1104|05780
FS014,Lipase / esterase,1104|05834
FS014,Lipase / esterase,1104|05979
FS014,Lipase / esterase,1104|05982
FS014,Lipase / esterase,1104|06045
FS014,Lipase / esterase,1104|06110
FS014,Lipase / esterase,1104|06303
FS014,Lipase / esterase,1104|06357
FS014,Lipase / esterase,1104|06419
FS014,Lipase / esterase,1104|06508
FS014,Lipase / esterase,1104|06633
FS014,Lipase / esterase,1104|06712
FS014,Lipase / esterase,1104|06842
FS014,Lipase / esterase,1104|06846
FS014,Lipase / esterase,1104|06917
FS014,Lipase / esterase,1104|06936
FS014,Lipase / esterase,1104|06977
FS014,Lipase / esterase,1104|07001
FS014,Lipase / esterase,1104|07123
FS014,Lipase / esterase,1104|07158
FS014,Lipase / esterase,1104|07159
FS014,Lipase / esterase,1104|07309
FS014,Lipase / esterase,1104|07315
FS014,Lipase / esterase,1104|07368
FS014,Lipase / esterase,1104|07398
FS014,Lipase / esterase,1104|07470
FS014,Lipase / esterase,1104|07540
FS014,Lipase / esterase,1104|07568
FS014,Lipase / esterase,1104|07638
FS014,Lipase / esterase,1104|07644
FS014,Lipase / esterase,1104|07690
FS014,Lipase / esterase,1104|07719
FS014,Lipase / esterase,1104|07747
FS014,Lipase / esterase,1104|07815
FS014,Lipase / esterase,1104|07831
FS014,Lipase / esterase,1104|07871
FS014,Lipase / esterase,1104|07911
FS014,Lipase / esterase,1104|07919
FS014,Lipase / esterase,1104|07944
FS014,Lipase / esterase,1104|07949
FS014,Lipase / esterase,1104|08020
FS014,Lipase / esterase,1104|08113
FS014,Lipase / esterase,1104|08254
FS014,Lipase / esterase,1104|08268
FS014,Lipase / esterase,1104|08328
FS014,Lipase / esterase,1104|08413
FS014,Lipase / esterase,1104|08455
FS014,Lipase / esterase,1104|08495
FS014,Lipase / esterase,1104|08508
FS014,Lipase / esterase,1104|08531
FS014,Lipase / esterase,1104|08840
FS014,Lipase / esterase,1104|08871
FS014,Lipase / esterase,1104|08907
FS014,Lipase / esterase,1104|08958
FS014,Lipase / esterase,1104|08986
FS014,Lipase / esterase,1104|08989
FS014,Lipase / esterase,1104|09246
FS014,Lipase / esterase,1104|09256
FS014,Lipase / esterase,1104|09264
FS014,Lipase / esterase,1104|09267
FS014,Lipase / esterase,1104|09464
FS014,Lipase / esterase,1104|09493
FS014,Lipase / esterase,1104|09632
FS014,Lipase / esterase,1104|09701
FS014,Lipase / esterase,1104|09769
FS014,Lipase / esterase,1104|09783
FS014,Lipase / esterase,1104|10135
FS014,Lipase / esterase,1104|10320
FS014,Lipase / esterase,1104|10437
FS014,Lipase / esterase,1104|10530
FS014,Lipase / esterase,1104|10570
FS014,Lipase / esterase,1104|10584
FS014,Lipase / esterase,1104|10736
FS014,Lipase / esterase,1104|10816
FS014,Lipase / esterase,1104|10877
FS014,Lipase / esterase,1104|10944
FS014,Lipase / esterase,1104|11106
FS014,Lipase / esterase,1104|11145
FS014,Lipase / esterase,1104|11332
FS014,Lipase / esterase,1104|11372
FS014,Lipase / esterase,1104|11391
FS014,Lipase / esterase,1104|11529
FS014,Lipase / esterase,1104|11531
FS014,Lipase / esterase,1104|11869
FS014,Lipase / esterase,1104|11910
FS014,Lipase / esterase,1104|12136
FS014,Lipase / esterase,1104|12175
FS014,Lipase / esterase,1104|12244
FS014,Lipase / esterase,1104|12288
FS014,Lipase / esterase,1104|12339
FS014,Lipase / esterase,1104|12397
FS014,Lipase / esterase,1104|12476
FS014,Lipase / esterase,1104|12501
FS014,Lipase / esterase,1104|12529
FS014,Lipase / esterase,1104|12531
FS014,Lipase / esterase,1104|12616
FS014,Lipase / esterase,1104|12851
FS014,Lipase / esterase,1104|12887
FS014,Lipase / esterase,1104|12895
FS014,Lipase / esterase,1104|12915
FS014,Lipase / esterase,1104|12984
FS014,Lipase / esterase,1104|13056
FS014,Lipase / esterase,1104|13205
FS014,Lipase / esterase,1104|13287
FS014,Lipase / esterase,1104|13537
FS014,Lipase / esterase,1104|13551
FS014,Lipase / esterase,1104|13587
FS014,Lipase / esterase,1104|13820
FS014,Lipase / esterase,1104|13923
FS014,Lipase / esterase,1104|13971
FS014,Lipase / esterase,1104|14111
FS014,Lipase / esterase,1104|14222
FS014,Lipase / esterase,1104|14238
FS014,Lipase / esterase,1104|14314
FS014,Lipase / esterase,1104|14331
FS014,Lipase / esterase,1104|14439
FS014,Lipase / esterase,1104|14512
FS014,Lipase / esterase,1104|14607
FS014,Lipase / esterase,1104|14748
FS014,Lipase / esterase,1104|14881
FS014,Lipase / esterase,1104|14959
FS014,Lipase / esterase,1104|14992
FS014,Lipase / esterase,1104|15093
FS014,Lipase / esterase,1104|15116
FS014,Lipase / esterase,1104|15196
FS014,Lipase / esterase,1104|15264
FS014,Lipase / esterase,1104|15325
FS014,Lipase / esterase,1104|15380
FS014,Lipase / esterase,1104|15703
FS014,Lipase / esterase,1104|15736
FS014,Lipase / esterase,1104|16038
FS014,Lipase / esterase,1104|16080
FS014,Lipase / esterase,1104|16086
FS014,Lipase / esterase,1104|16089
FS014,Lipase / esterase,1104|16134
FS014,Lipase / esterase,1104|16138
FS014,Lipase / esterase,1104|16222
FS014,Lipase / esterase,1104|16413
FS014,Lipase / esterase,1104|16495
FS014,Lipase / esterase,1104|16662
FS014,Lipase / esterase,1104|16669
FS014,Lipase / esterase,1104|16715
FS014,Lipase / esterase,1104|16717
FS014,Lipase / esterase,1104|16906
FS014,Lipase / esterase,1104|16919
FS014,Lipase / esterase,1104|17068
FS014,Lipase / esterase,1104|17114
FS014,Lipase / esterase,1104|17121
FS014,Lipase / esterase,1104|17242
FS014,Lipase / esterase,1104|17406
FS014,Lipase / esterase,1104|17464
FS014,Lipase / esterase,1104|17484
FS014,Lipase / esterase,1104|17573
FS014,Lipase / esterase,1104|17574
FS014,Lipase / esterase,1104|17659
FS014,Lipase / esterase,1104|17660
FS014,Lipase / esterase,1104|17699
FS014,Lipase / esterase,1104|17722
FS014,Lipase / esterase,1104|17819
FS015,Protein kinase,1104|00012
FS015,Protein kinase,1104|00015
FS015,Protein kinase,1104|00204
FS015,Protein kinase,1104|00211
FS015,Protein kinase,1104|00225
FS015,Protein kinase,1104|00242
FS015,Protein kinase,1104|00258
FS015,Protein kinase,1104|00437
FS015,Protein kinase,1104|00453
FS015,Protein kinase,1104|00501
FS015,Protein kinase,1104|00504
FS015,Protein kinase,1104|00506
FS015,Protein kinase,1104|00515
FS015,Protein kinase,1104|00565
FS015,Protein kinase,1104|00704
FS015,Protein kinase,1104|00761
FS015,Protein kinase,1104|00792
FS015,Protein kinase,1104|00856
FS015,Protein kinase,1104|00897
FS015,Protein kinase,1104|01019
FS015,Protein kinase,1104|01077
FS015,Protein kinase,1104|01088
FS015,Protein kinase,1104|01141
FS015,Protein kinase,1104|01172
FS015,Protein kinase,1104|01204
FS015,Protein kinase,1104|01314
FS015,Protein kinase,1104|01325
FS015,Protein kinase,1104|01644
FS015,Protein kinase,1104|01662
FS015,Protein kinase,1104|01688
FS015,Protein kinase,1104|01698
FS015,Protein kinase,1104|01727
FS015,Protein kinase,1104|01755
FS015,Protein kinase,1104|01814
FS015,Protein kinase,1104|01880
FS015,Protein kinase,1104|01930
FS015,Protein kinase,1104|01944
FS015,Protein kinase,1104|01981
FS015,Protein kinase,1104|02142
FS015,Protein kinase,1104|02177
FS015,Protein kinase,1104|02181
FS015,Protein kinase,1104|02187
FS015,Protein kinase,1104|02197
FS015,Protein kinase,1104|02238
FS015,Protein kinase,1104|02278
FS015,Protein kinase,1104|02784
FS015,Protein kinase,1104|02866
FS015,Protein kinase,1104|02975
FS015,Protein kinase,1104|02988
FS015,Protein kinase,1104|03063
FS015,Protein kinase,1104|03114
FS015,Protein kinase,1104|03285
FS015,Protein kinase,1104|03351
FS015,Protein kinase,1104|03352
FS015,Protein kinase,1104|03438
FS015,Protein kinase,1104|03456
FS015,Protein kinase,1104|03470
FS015,Protein kinase,1104|03883
FS015,Protein kinase,1104|03955
FS015,Protein kinase,1104|04068
FS015,Protein kinase,1104|04099
FS015,Protein kinase,1104|04102
FS015,Protein kinase,1104|04163
FS015,Protein kinase,1104|04166
FS015,Protein kinase,1104|04202
FS015,Protein kinase,1104|04339
FS015,Protein kinase,1104|04370
FS015,Protein kinase,1104|04575
FS015,Protein kinase,1104|04592
FS015,Protein kinase,1104|04595
FS015,Protein kinase,1104|04632
FS015,Protein kinase,1104|04639
FS015,Protein kinase,1104|04643
FS015,Protein kinase,1104|04719
FS015,Protein kinase,1104|05396
FS015,Protein kinase,1104|05608
FS015,Protein kinase,1104|05632
FS015,Protein kinase,1104|05645
FS015,Protein kinase,1104|05648
FS015,Protein kinase,1104|05766
FS015,Protein kinase,1104|05977
FS015,Protein kinase,1104|06168
FS015,Protein kinase,1104|06193
FS015,Protein kinase,1104|06240
FS015,Protein kinase,1104|06332
FS015,Protein kinase,1104|06355
FS015,Protein kinase,1104|06423
FS015,Protein kinase,1104|06472
FS015,Protein kinase,1104|06484
FS015,Protein kinase,1104|06598
FS015,Protein kinase,1104|06657
FS015,Protein kinase,1104|06728
FS015,Protein kinase,1104|06745
FS015,Protein kinase,1104|06780
FS015,Protein kinase,1104|06845
FS015,Protein kinase,1104|06850
FS015,Protein kinase,1104|06879
FS015,Protein kinase,1104|07035
FS015,Protein kinase,1104|07093
FS015,Protein kinase,1104|07102
FS015,Protein kinase,1104|07111
FS015,Protein kinase,1104|07174
FS015,Protein kinase,1104|07261
FS015,Protein kinase,1104|07583
FS015,Protein kinase,1104|07782
FS015,Protein kinase,1104|07790
FS015,Protein kinase,1104|08031
FS015,Protein kinase,1104|08243
FS015,Protein kinase,1104|08664
FS015,Protein kinase,1104|08670
FS015,Protein kinase,1104|08760
FS015,Protein kinase,1104|08762
FS015,Protein kinase,1104|08765
FS015,Protein kinase,1104|08772
FS015,Protein kinase,1104|08881
FS015,Protein kinase,1104|08914
FS015,Protein kinase,1104|08995
FS015,Protein kinase,1104|09018
FS015,Protein kinase,1104|09087
FS015,Protein kinase,1104|09243
FS015,Protein kinase,1104|09348
FS015,Protein kinase,1104|09349
FS015,Protein kinase,1104|09385
FS015,Protein kinase,1104|09396
FS015,Protein kinase,1104|09415
FS015,Protein kinase,1104|09534
FS015,Protein kinase,1104|09542
FS015,Protein kinase,1104|09721
FS015,Protein kinase,1104|09970
FS015,Protein kinase,1104|09985
FS015,Protein kinase,1104|10068
FS015,Protein kinase,1104|10138
FS015,Protein kinase,1104|10161
FS015,Protein kinase,1104|10221
FS015,Protein kinase,1104|10227
FS015,Protein kinase,1104|10293
FS015,Protein kinase,1104|10420
FS015,Protein kinase,1104|10534
FS015,Protein kinase,1104|10746
FS015,Protein kinase,1104|10749
FS015,Protein kinase,1104|11008
FS015,Protein kinase,1104|11091
FS015,Protein kinase,1104|11127
FS015,Protein kinase,1104|11160
FS015,Protein kinase,1104|11274
FS015,Protein kinase,1104|11335
FS015,Protein kinase,1104|11340
FS015,Protein kinase,1104|11345
FS015,Protein kinase,1104|11362
FS015,Protein kinase,1104|11646
FS015,Protein kinase,1104|11694
FS015,Protein kinase,1104|11706
FS015,Protein kinase,1104|11827
FS015,Protein kinase,1104|11939
FS015,Protein kinase,1104|12302
FS015,Protein kinase,1104|12505
FS015,Protein kinase,1104|12682
FS015,Protein kinase,1104|12688
FS015,Protein kinase,1104|12715
FS015,Protein kinase,1104|12773
FS015,Protein kinase,1104|12849
FS015,Protein kinase,1104|13027
FS015,Protein kinase,1104|13175
FS015,Protein kinase,1104|13308
FS015,Protein kinase,1104|13360
FS015,Protein kinase,1104|13437
FS015,Protein kinase,1104|13557
FS015,Protein kinase,1104|13580
FS015,Protein kinase,1104|13622
FS015,Protein kinase,1104|13623
FS015,Protein kinase,1104|13724
FS015,Protein kinase,1104|13767
FS015,Protein kinase,1104|13809
FS015,Protein kinase,1104|13899
FS015,Protein kinase,1104|13959
FS015,Protein kinase,1104|14086
FS015,Protein kinase,1104|14628
FS015,Protein kinase,1104|14723
FS015,Protein kinase,1104|14758
FS015,Protein kinase,1104|14884
FS015,Protein kinase,1104|14910
FS015,Protein kinase,1104|14969
FS015,Protein kinase,1104|14990
FS015,Protein kinase,1104|15015
FS015,Protein kinase,1104|15199
FS015,Protein kinase,1104|15239
FS015,Protein kinase,1104|15278
FS015,Protein kinase,1104|15292
FS015,Protein kinase,1104|15309
FS015,Protein kinase,1104|15330
FS015,Protein kinase,1104|15354
FS015,Protein kinase,1104|15369
FS015,Protein kinase,1104|15469
FS015,Protein kinase,1104|15471
FS015,Protein kinase,1104|15488
FS015,Protein kinase,1104|15490
FS015,Protein kinase,1104|15571
FS015,Protein kinase,1104|15658
FS015,Protein kinase,1104|15790
FS015,Protein kinase,1104|15985
FS015,Protein kinase,1104|16307
FS015,Protein kinase,1104|16344
FS015,Protein kinase,1104|16347
FS015,Protein kinase,1104|16533
FS015,Protein kinase,1104|16542
FS015,Protein kinase,1104|16806
FS015,Protein kinase,1104|16813
FS015,Protein kinase,1104|16868
FS015,Protein kinase,1104|16950
FS015,Protein kinase,1104|16965
FS015,Protein kinase,1104|16982
FS015,Protein kinase,1104|17190
FS015,Protein kinase,1104|17284
FS015,Protein kinase,1104|17624
FS015,Protein kinase,1104|17693
FS015,Protein kinase,1104|17733
FS016,Phosphatase,1104|00216
FS016,Phosphatase,1104|00219
FS016,Phosphatase,1104|00228
FS016,Phosphatase,1104|00365
FS016,Phosphatase,1104|00548
FS016,Phosphatase,1104|00569
FS016,Phosphatase,1104|00875
FS016,Phosphatase,1104|01014
FS016,Phosphatase,1104|01811
FS016,Phosphatase,1104|01899
FS016,Phosphatase,1104|02098
FS016,Phosphatase,1104|02208
FS016,Phosphatase,1104|02241
FS016,Phosphatase,1104|02465
FS016,Phosphatase,1104|02915
FS016,Phosphatase,1104|03055
FS016,Phosphatase,1104|03126
FS016,Phosphatase,1104|03512
FS016,Phosphatase,1104|03697
FS016,Phosphatase,1104|04337
FS016,Phosphatase,1104|04349
FS016,Phosphatase,1104|04357
FS016,Phosphatase,1104|04482
FS016,Phosphatase,1104|04687
FS016,Phosphatase,1104|04729
FS016,Phosphatase,1104|04846
FS016,Phosphatase,1104|05116
FS016,Phosphatase,1104|05236
FS016,Phosphatase,1104|05288
FS016,Phosphatase,1104|05811
FS016,Phosphatase,1104|05849
FS016,Phosphatase,1104|05949
FS016,Phosphatase,1104|06146
FS016,Phosphatase,1104|06173
FS016,Phosphatase,1104|06180
FS016,Phosphatase,1104|06225
FS016,Phosphatase,1104|06458
FS016,Phosphatase,1104|06552
FS016,Phosphatase,1104|06721
FS016,Phosphatase,1104|06780
FS016,Phosphatase,1104|06942
FS016,Phosphatase,1104|07042
FS016,Phosphatase,1104|07055
FS016,Phosphatase,1104|07116
FS016,Phosphatase,1104|07142
FS016,Phosphatase,1104|07220
FS016,Phosphatase,1104|07222
FS016,Phosphatase,1104|08086
FS016,Phosphatase,1104|08196
FS016,Phosphatase,1104|08410
FS016,Phosphatase,1104|08790
FS016,Phosphatase,1104|08831
FS016,Phosphatase,1104|09131
FS016,Phosphatase,1104|09422
FS016,Phosphatase,1104|09425
FS016,Phosphatase,1104|09795
FS016,Phosphatase,1104|10138
FS016,Phosphatase,1104|10208
FS016,Phosphatase,1104|10236
FS016,Phosphatase,1104|10243
FS016,Phosphatase,1104|10330
FS016,Phosphatase,1104|10342
FS016,Phosphatase,1104|10405
FS016,Phosphatase,1104|10407
FS016,Phosphatase,1104|10701
FS016,Phosphatase,1104|10942
FS016,Phosphatase,1104|11046
FS016,Phosphatase,1104|11074
FS016,Phosphatase,1104|11146
FS016,Phosphatase,1104|11289
FS016,Phosphatase,1104|11410
FS016,Phosphatase,1104|11648
FS016,Phosphatase,1104|12108
FS016,Phosphatase,1104|12250
FS016,Phosphatase,1104|12572
FS016,Phosphatase,1104|12696
FS016,Phosphatase,1104|12762
FS016,Phosphatase,1104|12969
FS016,Phosphatase,1104|13023
FS016,Phosphatase,1104|13142
FS016,Phosphatase,1104|13315
FS016,Phosphatase,1104|13318
FS016,Phosphatase,1104|13376
FS016,Phosphatase,1104|13900
FS016,Phosphatase,1104|13911
FS016,Phosphatase,1104|13935
FS016,Phosphatase,1104|13942
FS016,Phosphatase,1104|13971
FS016,Phosphatase,1104|14305
FS016,Phosphatase,1104|14366
FS016,Phosphatase,1104|14667
FS016,Phosphatase,1104|14934
FS016,Phosphatase,1104|14957
FS016,Phosphatase,1104|14966
FS016,Phosphatase,1104|15196
FS016,Phosphatase,1104|15552
FS016,Phosphatase,1104|15847
FS016,Phosphatase,1104|15863
FS016,Phosphatase,1104|15925
FS016,Phosphatase,1104|16427
FS016,Phosphatase,1104|16709
FS016,Phosphatase,1104|16867
FS016,Phosphatase,1104|16940
FS016,Phosphatase,1104|16989
FS016,Phosphatase,1104|17329
FS016,Phosphatase,1104|17586
